gene_id,gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG000002894,,17728.08,0.0646,0.1826,0.2469,0.03133746067672627,0.0686146341342019
ENSG000004937,,38.3,0.0009,0.1049,0.0061,0.023063386997226987,0.06863444260277678
ENSG000002793,,3363.49,-0.1239,0.1834,-0.2557,0.03218440321540217,0.06923494328777877
ENSG000001013,,1075.75,0.6226,0.3449,2.4737,0.049188990232022056,0.07038066038604686
ENSG000002355,,2.66,0.3636,0.2404,2.1929,0.03577469071400785,0.07066222786887763
ENSG000001997,,717.02,-0.008,0.2202,-0.0178,0.039132254483859374,0.07153594663549678
ENSG000001233,,1937.18,-0.0265,0.2568,-0.1719,0.04734997732683943,0.07168503203419475
ENSG000002379,,11.29,-0.124,0.4908,-0.2716,0.03618479753292514,0.07175287834146714
ENSG000001292,,3041.05,0.7479,0.2079,1.525,0.04770834145387204,0.07371410065916653
ENSG000001064,,5.81,-0.5219,0.1794,-1.087,0.051239541146424705,0.07416674889865675
ENSG000000776,,691.54,-0.4711,0.1252,-8.3251,0.056029133248913676,0.07430201167024704
ENSG000000360,,31.4,-0.2482,0.0619,-1.5484,0.06513723867089594,0.07476735167113083
ENSG000004811,,691.44,0.2269,0.2773,2.543,0.025513548864769642,0.07492406763456501
ENSG000000599,,50.98,-0.1333,0.3034,-0.3882,0.05997927219151644,0.0749600926655947
ENSG000003130,,168.36,-0.1234,0.3275,-0.3684,0.03291858676395376,0.07503055854494804
ENSG000000067,,999.43,-0.0216,0.1325,-0.1187,0.0731750987680021,0.07539566799876078
ENSG000002924,,3.33,-0.0193,0.0893,-0.0681,0.034363029216861074,0.07562304041411712
ENSG000000230,,1590.52,0.2039,0.1138,0.8486,0.06958178354357902,0.07674407382208998
ENSG000001774,,147.61,0.0584,0.1707,0.9429,0.0442954309969924,0.07684258762859769
ENSG000000110,,3.77,-0.0223,0.1009,-0.0989,0.07361826153368167,0.07687126803891835
ENSG000000262,,455.24,-0.0179,0.4978,-0.2246,0.06959184739630897,0.07771088776225149
ENSG000000628,,97.7,-0.0377,0.1829,-0.1065,0.06197100697941027,0.07835071223044728
ENSG000000013,,22.37,0.0726,0.0598,0.1478,0.0781096887511562,0.07853944756410138
ENSG000001428,,63.47,-0.331,0.2954,-2.4771,0.04924440140828912,0.07872569071622564
ENSG000000057,CDKN2B,2.32,-0.2518,0.4169,-1.5823,0.07748729013574951,0.07936484903586097
ENSG000003008,,123.61,-0.4642,0.2151,-1.7884,0.03571094902814309,0.07953528774332608
ENSG000000353,,4046.75,0.2573,0.4628,1.0468,0.06970774646896116,0.07985935105374319
ENSG000001389,,108.56,0.0096,0.3123,0.0807,0.05060138712180473,0.080150169211336
ENSG000003500,,9.55,-0.107,0.123,-0.3799,0.033196315065561754,0.08037872745111595
ENSG000002549,,8.52,0.3064,0.1238,1.5598,0.03931948766847326,0.08045246158892594
ENSG000000023,,24.74,0.0203,0.1255,0.0406,0.07976342545107107,0.08049733602315272
ENSG000001609,,1135.52,0.0969,0.3267,0.4235,0.04853345072966897,0.08093193560050989
ENSG000000113,,439.01,0.0181,0.3675,0.0415,0.07787006430636634,0.08134663140246257
ENSG000002905,,13.19,-0.4552,0.0622,-3.4321,0.037231201752291776,0.08166948774241323
ENSG000001911,,1096.15,0.5198,0.3132,8.8178,0.045477951306036934,0.08170660206115582
ENSG000004115,,49.46,0.4889,0.432,1.3966,0.03075294050971633,0.0817834911682256
ENSG000003687,,34.49,0.7456,0.3745,9.6537,0.03291376866117368,0.08196526694451703
ENSG000002453,,113.51,-0.0202,0.2001,-0.214,0.04077327434137146,0.08199029700719616
ENSG000003166,,9.74,-0.5255,0.4341,-1.2383,0.03580929441773073,0.08209376549742739
ENSG000000803,,53.77,0.0288,0.1676,0.0599,0.06197503598951937,0.0829831198654635
ENSG000002077,,177.58,0.1847,0.1932,0.432,0.044660028877223756,0.08308552636424683
ENSG000002976,,252.06,0.0317,0.1798,0.065,0.037949730239870805,0.08419955026089711
ENSG000002168,,79.81,-0.3773,0.2374,-2.6697,0.04477237251809507,0.08497182433816715
ENSG000001185,,358.28,-0.2969,0.4824,-1.5001,0.05717965453026652,0.08532103376718189
ENSG000000245,,36.1,-0.3601,0.285,-0.9308,0.07729349315046585,0.08564731087245897
ENSG000001168,,952.06,0.1692,0.0527,0.4235,0.05768328458354377,0.08573669327389263
ENSG000004995,,147.53,-0.1972,0.0581,-1.4173,0.02864593131025661,0.0858532949067888
ENSG000004056,,2046.7,0.0619,0.3936,0.1479,0.03291079695493926,0.08674547178120524
ENSG000002527,,43.43,0.126,0.2114,0.2614,0.04321993725495721,0.08806776864692385
ENSG000002175,,72.02,-0.2505,0.3821,-0.6256,0.04644881728576156,0.088280494514612
ENSG000002258,,381.31,-0.1262,0.2122,-0.3532,0.04577633942872561,0.08846339311336626
ENSG000000836,,4244.04,0.0703,0.4816,0.1823,0.06525518912500594,0.08848811773142148
ENSG000000560,,22.07,-0.1263,0.446,-0.4082,0.07189941865749605,0.08853885659739526
ENSG000000431,,34.92,-0.355,0.3812,-0.7583,0.07564468065734964,0.08885835612560962
ENSG000002291,,26.04,0.5217,0.3969,1.5444,0.04572661476227269,0.0889219550683049
ENSG000001792,,184.88,0.0345,0.4788,0.0993,0.050974035791661376,0.08892508646305809
ENSG000003000,,127.56,-0.0466,0.3971,-0.4288,0.04014777002874037,0.08926032293562346
ENSG000001280,,94.61,-0.0927,0.1951,-0.297,0.05815112056640115,0.08964522041982668
ENSG000002316,,245.89,0.1265,0.3835,0.6765,0.04592005609126304,0.08976099227895525
ENSG000004793,,69.78,-0.0344,0.2081,-0.0938,0.030624182237762865,0.08976297454856548
ENSG000001537,,372.59,0.1541,0.0623,0.7712,0.05473963590993691,0.08979818761001904
ENSG000000551,,272.43,0.026,0.345,0.1584,0.07338401665200855,0.0900003120791932
ENSG000002981,,1447.04,0.0792,0.1826,0.2101,0.040699795253807625,0.09031297561373872
ENSG000000283,,5374.27,0.4758,0.1702,3.5936,0.08044320020933426,0.0903885046813509
ENSG000002655,,94.95,-0.1974,0.3119,-2.142,0.043345619927325774,0.09056105493210441
ENSG000001397,BRCA1,863.1,-0.4041,0.0851,-1.6944,0.057642695597393434,0.09146868713979779
ENSG000000068,,45.41,0.3011,0.2005,0.8112,0.08947838298241739,0.09220148392512256
ENSG000000386,,717.13,0.0451,0.1298,0.2359,0.07983106656287342,0.09234673002531672
ENSG000002858,,10.27,-0.0692,0.1102,-0.4066,0.042590953970313095,0.09262591010873503
ENSG000000326,,161.29,-0.3643,0.4782,-1.2798,0.08196877759349053,0.09315034096572226
ENSG000000009,,7824.59,-0.1408,0.2512,-1.2882,0.09349236158398977,0.09395897328471935
ENSG000001583,,216.2,-0.3047,0.2859,-1.31,0.056947948698448214,0.09432928479908743
ENSG000001736,,911.0,-0.4849,0.2971,-4.8182,0.055390730020939194,0.09521530604422322
ENSG000001565,,320.88,0.2211,0.1979,0.5504,0.058063338891091276,0.09584257860330844
ENSG000000369,,250.49,0.0293,0.0929,0.0731,0.08411009930968572,0.09679125359863149
ENSG000002237,,458.18,0.0043,0.3552,0.0121,0.0503629989933958,0.09689317715881289
ENSG000000871,,50.55,-0.0531,0.1001,-0.1706,0.07117679886367678,0.0974687438530975
ENSG000001502,,49.95,-0.1654,0.3505,-1.1522,0.06036584351505736,0.09814499423380804
ENSG000001077,,6.54,-0.467,0.0627,-1.3208,0.06755484345568707,0.09818288900673836
ENSG000000976,,0.54,-0.5669,0.2557,-1.6946,0.06931626137131686,0.09818895483975189
ENSG000002865,,4.09,0.1226,0.4938,0.3285,0.045572521613820305,0.09924099196244687
ENSG000002680,,583.21,-0.079,0.1987,-0.3258,0.04761237842748811,0.09998494552223029
ENSG000002131,,1357.3,0.1315,0.2673,1.1764,0.05337549417726084,0.10026367497951151
ENSG000002645,,38.5,-0.3269,0.3174,-1.1524,0.048150789173200925,0.10046833978397135
ENSG000002321,,592.1,0.1319,0.3558,0.3883,0.051641797222756636,0.10106906146948172
ENSG000000228,,60.36,-0.3233,0.4955,-1.6987,0.09257606705209875,0.10197876623436092
ENSG000001001,,3479.54,0.4198,0.3025,2.0427,0.07165061423148467,0.10216882483685925
ENSG000002794,,857.71,-0.278,0.3187,-0.6581,0.04773378967875608,0.10270038300346607
ENSG000004249,,2740.08,0.1479,0.2211,1.3348,0.03798222096019521,0.10306581153467467
ENSG000002685,,2.6,0.1005,0.488,0.2336,0.04928020144774492,0.10360320663072022
ENSG000000459,,200.91,-0.1661,0.2676,-0.4165,0.08743269749364246,0.10369173026018783
ENSG000000247,,761.26,-0.1425,0.3363,-0.9374,0.09422237874750738,0.10452523253782514
ENSG000001620,,0.24,0.3445,0.258,2.1092,0.0627215909013884,0.10496994992738477
ENSG000000056,,153.05,0.2794,0.2854,2.9785,0.10280856173585395,0.10527158540766998
ENSG000000539,,0.73,0.3019,0.3054,1.3171,0.08667856115083072,0.10580371706349727
ENSG000000954,,460.47,0.4331,0.2543,2.1836,0.07534411757315074,0.1058379253359633
ENSG000000496,,9344.2,0.1617,0.4706,0.3832,0.08827819296840944,0.10596402397554555
ENSG000000961,,1233.66,0.1928,0.1051,2.0094,0.07547791442402896,0.10634565670857254
ENSG000001814,,36.41,0.2691,0.4145,0.8476,0.060610357117813485,0.10638682392854464
ENSG000001376,,286.12,-0.0628,0.3363,-0.5697,0.06767353665798337,0.10690191823424766
ENSG000000969,,2334.98,-0.012,0.1581,-0.0659,0.07691063873533466,0.10861919047087974
ENSG000002264,,1126.7,-0.3213,0.3024,-0.8889,0.05620955786622217,0.10874961271094251
ENSG000002200,,115.17,0.1464,0.4328,0.7813,0.056952867295681164,0.10876704243297836
ENSG000002026,,22.94,0.0552,0.3051,0.2288,0.05954413800249625,0.10955333486221852
ENSG000000296,,5865.68,-0.2079,0.0962,-1.2882,0.09766631812612292,0.11000705317687853
ENSG000000317,,392.85,0.2046,0.18,1.2024,0.0972542158555324,0.11010062973843843
ENSG000000261,,33.29,-0.2781,0.291,-0.6307,0.09875296868168837,0.11025639641659736
ENSG000000312,,11.01,0.3296,0.1014,1.5862,0.09757916957626944,0.11031138825871406
ENSG000002662,,8.92,-0.2685,0.3776,-3.451,0.05278335051569116,0.1103848841972207
ENSG000000421,,733.92,0.6182,0.2823,2.6079,0.09431265146274759,0.11048217235039362
ENSG000001494,,416.47,0.0554,0.3197,0.1801,0.06893270212408908,0.111841774570687
ENSG000004170,,36.32,-0.2136,0.1826,-0.4474,0.04172479285350328,0.11193590281727274
ENSG000001258,,14.9,0.1257,0.3523,0.3966,0.07344469100576145,0.11197551537819907
ENSG000003677,,53.85,0.022,0.1059,0.0486,0.04533130204799407,0.11270051946897294
ENSG000002614,,7.95,-0.002,0.1292,-0.0044,0.054621536489038225,0.11321185473308729
ENSG000002798,,23.9,-0.5358,0.1599,-2.3903,0.052586860214377085,0.1132531432922728
ENSG000001145,,2260.29,-0.0519,0.2098,-0.1405,0.0768494618612342,0.113676465262681
ENSG000002436,,7.58,-0.1109,0.4349,-0.6081,0.05671513828222552,0.11368891225798283
ENSG000002074,,6278.57,0.0592,0.0683,0.3856,0.06113763001222361,0.11369789242963828
ENSG000001540,,2275.01,-0.8617,0.3652,-1.9975,0.06950779651519323,0.11411304103192203
ENSG000000669,,1862.25,-0.7953,0.23,-7.9545,0.0890161247338962,0.11415953468921015
ENSG000000297,,4.54,0.2699,0.2844,0.9162,0.10155660342917883,0.11440433248677391
ENSG000000656,,19.27,0.0178,0.1271,0.0472,0.08969929700825463,0.11456772087745572
ENSG000000047,,144.96,-0.1382,0.1829,-0.3597,0.11322064993344927,0.11564873535907037
ENSG000003937,,5.74,0.3749,0.1961,2.077,0.04481631067080727,0.11585453189391581
ENSG000001885,,102.57,-0.0079,0.4638,-0.0473,0.06487363783510725,0.11585654892092082
ENSG000002423,,1384.55,-0.0688,0.1362,-0.3422,0.057997572472708425,0.11595925638234668
ENSG000003812,,33.47,0.1261,0.3364,0.3807,0.046033136141718556,0.11695511127162514
ENSG000002136,,219.03,-0.1721,0.2162,-0.876,0.06316773090303107,0.11877209939685553
ENSG000000490,,340.73,0.2645,0.112,0.6555,0.09946159745218985,0.11901802721829602
ENSG000004903,,378.69,-0.3082,0.3423,-3.1337,0.04016781395058122,0.11902919280566966
ENSG000002768,,2051.53,0.1364,0.2671,0.4357,0.05554723348764601,0.11909237376565514
ENSG000000855,,75.73,0.4262,0.0893,2.2047,0.08732737255846912,0.11917195611001184
ENSG000000176,,18.8,0.2482,0.4066,0.9392,0.11050135122769,0.11939468968727639
ENSG000001372,,386.38,0.5135,0.4856,1.261,0.07608937134957627,0.12011037399902168
ENSG000001246,,80.1,-0.3672,0.3193,-1.2809,0.07914466827820943,0.12028084193347932
ENSG000004271,,7.22,-0.0396,0.0555,-0.1692,0.044309811238326224,0.1205927298367798
ENSG000001070,,657.62,0.104,0.2356,0.3825,0.08330258311179639,0.12067443925795063
ENSG000001406,,6.71,-0.227,0.4395,-0.9729,0.07660361631371004,0.12181906079215932
ENSG000000055,,83.28,0.3093,0.4558,2.3378,0.11929958060181245,0.12209181754277049
ENSG000001089,,22.35,-0.0777,0.1753,-0.4447,0.08372413310890992,0.12224206185227235
ENSG000001887,,37.09,-0.2429,0.4715,-1.1806,0.06852598759698814,0.12245137857343612
ENSG000001119,,693.37,0.0603,0.3151,0.8252,0.08398950138915895,0.12336402383546012
ENSG000001788,,12.89,-0.2256,0.4949,-0.918,0.07090792233184173,0.12361060694103679
ENSG000000194,,322.36,-0.3737,0.092,-1.5537,0.11396198135815228,0.12402620304959382
ENSG000001790,,2.76,0.4021,0.0507,1.7887,0.07125268532136497,0.1242476544625676
ENSG000001336,,11.08,-0.1011,0.2335,-0.2695,0.07991510934660673,0.12494768556034389
ENSG000004179,,539.1,0.544,0.3969,1.413,0.04651849634506866,0.12495001671446028
ENSG000004037,,404.82,0.1551,0.3788,0.7908,0.047547608881163494,0.12501280892244376
ENSG000004597,,37.47,-0.0833,0.4268,-0.1937,0.044332250802281425,0.12644735737172916
ENSG000001554,,482.05,-0.2481,0.3753,-2.5542,0.07727172626717704,0.1272391943521494
ENSG000000788,,403.26,0.1378,0.2258,1.3936,0.09568620730590627,0.1272697997486224
ENSG000000579,,14.49,-0.4436,0.4952,-0.9302,0.10343516664876229,0.12831169110954885
ENSG000000144,,77.21,0.0554,0.1182,0.3354,0.12073835270898647,0.12836116774033832
ENSG000002224,,73.39,-0.0544,0.1305,-0.1145,0.06718519652390131,0.12883607002711608
ENSG000001966,,51.46,0.0269,0.1608,0.0589,0.07153882189037641,0.13001644662763412
ENSG000000959,,62.71,0.1709,0.2722,0.3617,0.09285947294352126,0.130712463379546
ENSG000002146,,140.97,0.447,0.1759,5.0178,0.06981630148556195,0.1315882454333735
ENSG000004771,,119.75,0.0046,0.4533,0.0153,0.045109006285336095,0.13179824317073932
ENSG000001430,,18.95,-0.083,0.3663,-0.1828,0.08240443458404445,0.13188810751331587
ENSG000000399,,68.43,-0.0344,0.2599,-0.382,0.11411475718677855,0.1326428183843418
ENSG000001945,,54.06,0.1865,0.3533,0.665,0.07331645212076543,0.13267816365731558
ENSG000003560,,4.97,-0.3898,0.3859,-1.9424,0.054386966001572334,0.1328967570684306
ENSG000000282,,1612.5,0.1986,0.429,0.5216,0.1191000576093556,0.13382150838302873
ENSG000002827,,31.32,0.3741,0.2973,1.1724,0.06225058994145427,0.13479975589685267
ENSG000001542,,119.25,0.5317,0.0686,1.7056,0.08245807798395388,0.13546802549066658
ENSG000001129,,97.92,-0.0192,0.2899,-0.0598,0.09208049312361977,0.13549856585171663
ENSG000001777,,133.05,-0.1835,0.1777,-0.5646,0.07810430402091284,0.13557515950052393
ENSG000002884,,77.71,0.1373,0.1944,0.7713,0.06224372615878093,0.1360413898775011
ENSG000001276,,284.84,0.0425,0.1482,0.1114,0.08851905256306758,0.1361695031483894
ENSG000003903,,565.36,0.5007,0.1309,1.4401,0.05365216400969075,0.13797494424333248
ENSG000002974,,958.92,0.5962,0.1412,1.4481,0.062224172652242005,0.1380428778991926
ENSG000000524,,441.36,0.1712,0.3792,0.3805,0.11432311411912521,0.1387736417000731
ENSG000002133,,545.24,0.2019,0.3331,1.5133,0.07398888420190508,0.13902390983496543
ENSG000002532,,150.12,-0.2779,0.4626,-0.7288,0.06845316942604274,0.13967945678281843
ENSG000004990,,512.95,0.7176,0.1575,4.5161,0.04664145092581107,0.13969560086506863
ENSG000003644,,192.51,-0.0105,0.4588,-0.1066,0.05688743835614907,0.14071228418827317
ENSG000000106,,245.83,0.1212,0.3378,0.7761,0.1348748464080477,0.14071241588102026
ENSG000003372,,5.11,-0.3586,0.445,-0.8218,0.05967165568249666,0.14163532537533394
ENSG000000815,,150.17,0.3096,0.0565,0.883,0.105582712904428,0.14206267923725566
ENSG000004284,,168.34,0.2919,0.2402,4.9542,0.05215723085332924,0.14218331942645196
ENSG000004211,,245.77,-0.0769,0.4574,-0.2894,0.05296640560971011,0.14273608252205816
ENSG000000739,,358.44,0.4996,0.4966,2.391,0.10856314470280937,0.14280562041001502
ENSG000003987,,108.95,0.1659,0.3703,0.3885,0.05495787465006641,0.14322529137346418
ENSG000001582,,1855.77,0.3446,0.1763,2.0473,0.08650926893974753,0.14327305552896355
ENSG000004616,,25.83,-0.0929,0.1273,-0.6339,0.050168843498688664,0.1434670885817683
ENSG000002144,,4.16,0.0732,0.1393,0.943,0.0763933167953057,0.14391971559701025
ENSG000001760,,3018.73,0.3945,0.472,1.3651,0.08319367685150725,0.1439815101274997
ENSG000001597,,11386.57,0.1857,0.239,0.7942,0.08747960575092806,0.14546192207560174
ENSG000001091,,2845.54,-0.0215,0.3496,-0.0836,0.09993690656861953,0.14594455870278905
ENSG000000383,,202.34,-0.6372,0.3731,-4.9637,0.12652691404907568,0.14625864041501663
ENSG000002272,,15.26,-0.1462,0.0975,-0.5092,0.07559587516160127,0.14641861776887183
ENSG000002447,,55.2,0.0883,0.1423,0.2635,0.0732315042772339,0.14717727956484847
ENSG000001131,,0.39,0.0964,0.4808,0.5278,0.10001809002432227,0.14723215055312464
ENSG000003369,,1857.02,0.1201,0.178,1.0097,0.06207013670851114,0.14726596306227388
ENSG000003967,,10.44,0.0933,0.1476,0.5388,0.05700659464969238,0.14793479783486901
ENSG000001152,,750.74,-0.646,0.3646,-1.9739,0.10014328773835113,0.14830181935612802
ENSG000004817,,50.67,0.3961,0.2666,1.7272,0.05061084075717348,0.1486948398483958
ENSG000001030,,8.97,-0.3068,0.4876,-1.198,0.10378192817667187,0.1491284933382489
ENSG000001891,,22187.25,0.1639,0.4972,0.3758,0.08366341005118316,0.14967006585283996
ENSG000001284,,138.57,0.287,0.4667,0.6666,0.0976099982297075,0.15060917145452124
ENSG000004145,,1044.43,-0.4557,0.2957,-1.7088,0.05651462438806232,0.15100741983915908
ENSG000000417,,131.38,0.4653,0.3998,5.6067,0.12909634985963336,0.15105110859305154
ENSG000000007,,1186.64,0.4738,0.4545,2.2132,0.1507324072964703,0.15124641430217578
ENSG000002521,,60.69,0.0526,0.4826,0.3008,0.0747966479969393,0.15229283932210322
ENSG000002963,,5.37,-0.1587,0.1698,-0.3418,0.06878065769765895,0.15238735928155778
ENSG000001927,,1066.04,-0.7591,0.4747,-2.0686,0.08454333538012304,0.1524516829866585
ENSG000000811,,47.42,-0.0561,0.4671,-0.5241,0.11339832734490873,0.15246741096156394
ENSG000003723,,339.24,-0.4914,0.4353,-3.2211,0.061406583141121684,0.1536852357327335
ENSG000000398,,53.34,0.4062,0.322,1.3765,0.13228370800960543,0.15375580083659066
ENSG000004383,,262.42,-0.2001,0.2701,-0.6493,0.05566614605619913,0.15406655831152977
ENSG000002876,,178.95,-0.2729,0.3135,-0.5681,0.07066819030807847,0.15421195518373818
ENSG000000215,,10.19,-0.0946,0.2963,-0.3018,0.14074336339115323,0.1542260206733673
ENSG000000086,,13.97,-0.1505,0.0596,-0.6279,0.1492618969888062,0.15480856880430585
ENSG000000141,,1012.44,0.0682,0.4391,0.4831,0.14609069977308609,0.1550842862740257
ENSG000000696,,80.41,-0.0929,0.0664,-0.1995,0.11984066154120387,0.15510266049934293
ENSG000001600,,307.15,-0.2184,0.3401,-1.1809,0.09324491922135836,0.15518843592856982
ENSG000004471,,20602.67,0.097,0.32,0.2373,0.05537913414795792,0.15519630908925117
ENSG000003525,,8.58,-0.1745,0.2268,-0.3713,0.06490669621466982,0.15775481088975718
ENSG000003057,,227.28,-0.1667,0.3822,-0.6971,0.07043998597026035,0.1583573218779783
ENSG000003469,,72.79,-0.1364,0.0756,-2.6099,0.06577670341114461,0.15844710929136357
ENSG000003761,,83.34,0.0966,0.3293,0.6136,0.06301539069281048,0.1587718292336476
ENSG000000618,,148.29,0.2177,0.387,1.3569,0.12642622715502805,0.15919139635092686
ENSG000002849,,1836.24,-0.1824,0.2288,-1.1726,0.07356102897771621,0.15979031435096777
ENSG000002417,,134.05,0.1654,0.0992,0.5207,0.0800413240914406,0.1599104149990516
ENSG000003932,,165.93,0.4584,0.3359,6.1905,0.06204526042182956,0.16026676330664066
ENSG000000397,,1.36,-0.5139,0.2867,-1.623,0.13808365660200905,0.1603458595516384
ENSG000002704,,1946.13,0.3071,0.4177,0.8115,0.07610105583336235,0.16034933273612834
ENSG000001301,,62.89,-0.2004,0.1426,-0.7354,0.10354357195278396,0.16046874047598073
ENSG000004110,,1.62,0.0696,0.4634,0.2565,0.06110295648660358,0.16235683780331064
ENSG000002295,,582.21,-0.2491,0.2741,-2.0052,0.0835822220003557,0.1626678644676043
ENSG000004447,,2702.55,-0.2635,0.4756,-1.8388,0.0583962240591539,0.16311244493561503
ENSG000004363,,19.78,0.083,0.3805,0.3486,0.059248452399727536,0.16346903882546623
ENSG000002772,,263.32,-0.224,0.3035,-0.4627,0.07625156434625346,0.16364663273196076
ENSG000003530,,70.78,-0.3154,0.4393,-2.6724,0.06742386620368168,0.16398981550478087
ENSG000001704,,504.0,0.3329,0.1258,1.3164,0.09607597563835613,0.16411042186246394
ENSG000004086,,1310.05,-0.0673,0.2677,-0.9204,0.06205105263543276,0.16425835430166166
ENSG000001238,,175.57,-0.1661,0.3602,-0.5984,0.10855535777264846,0.16452735066115523
ENSG000003879,,3083.47,-0.4598,0.1402,-1.0236,0.06439294646623639,0.1651161546997456
ENSG000001202,,52.21,-0.1288,0.4897,-0.2874,0.11033477382520296,0.16557463828302746
ENSG000003645,,41.22,-0.2433,0.2597,-0.5001,0.06715778238282133,0.1661351063626413
ENSG000000409,,304.76,0.0361,0.3316,0.1572,0.14316470777757917,0.16675302298031802
ENSG000000798,,184.69,0.2045,0.4308,0.4595,0.12537888410818765,0.1677454626970133
ENSG000000982,,461.5,0.1276,0.0792,0.8647,0.11832407300313819,0.16782203425108141
ENSG000001815,,391.17,-0.0806,0.1489,-0.2366,0.09566358641884165,0.16794873347692754
ENSG000002543,,13.63,-0.0651,0.331,-0.7295,0.08220158948193368,0.168033827393777
ENSG000000373,,234.9,0.4353,0.3813,3.9324,0.1458691269538961,0.16805117182107165
ENSG000004663,,165.58,-0.1697,0.3002,-0.3409,0.05862955909861545,0.16870909039475665
ENSG000004039,,49.37,-0.0067,0.2867,-0.0198,0.06443762555269228,0.16948959023313787
ENSG000004141,,232.38,0.1857,0.4674,0.3792,0.06372332668871827,0.17017275506789023
ENSG000001619,,244.55,-0.1279,0.393,-0.3866,0.10193190678057007,0.1705762363914209
ENSG000002766,,35796.06,0.2461,0.388,0.5045,0.07979704655945741,0.17092980480622624
ENSG000001838,,487.85,0.0326,0.2426,0.0812,0.09668971633774304,0.17093841723013317
ENSG000001216,,305.67,0.3743,0.4728,0.8812,0.11365126131168335,0.1711393866492913
ENSG000000929,,30.24,0.4697,0.4327,4.5796,0.12323466800980398,0.17154985519412133
ENSG000000263,,4.66,-0.9724,0.114,-7.784,0.15363152039326666,0.1716000367548489
ENSG000000387,,26.6,0.1025,0.13,0.3456,0.14833918071971308,0.17163176029308982
ENSG000000216,,7.14,0.2277,0.3411,0.562,0.15663418119051875,0.171674779704769
ENSG000000325,,199918.34,-0.3018,0.2178,-1.1099,0.15166696035762028,0.17233439372398748
ENSG000001779,,49.72,-0.1288,0.311,-1.0592,0.09938277895086012,0.17267762106344875
ENSG000000935,,859.04,0.132,0.1768,0.9116,0.12409687610968234,0.17322677551561047
ENSG000002892,,369.92,-0.6392,0.2537,-3.0508,0.07914862094972763,0.17325064023997305
ENSG000004929,,42.93,-0.3872,0.2806,-0.8764,0.058628700422583946,0.1742212045610113
ENSG000000763,,8453.93,0.768,0.0756,6.0051,0.131770888597036,0.1742233173075403
ENSG000002135,,20.26,-0.1062,0.0817,-0.2522,0.09289971449411938,0.1746729988105244
ENSG000001847,,1194.51,0.3797,0.2037,1.249,0.0989523016865349,0.17522952078116366
ENSG000000413,,8295.29,-0.4602,0.1943,-6.6568,0.15034587473176653,0.17549666196978586
ENSG000004421,,123.52,0.4109,0.155,1.5973,0.06313016032445307,0.1757452097082191
ENSG000000509,PALB2,6.25,0.0146,0.1142,0.0843,0.14556775865250116,0.1757731200807463
ENSG000000284,,43.61,-0.3713,0.2269,-1.8357,0.15650789908045648,0.17592266494483902
ENSG000004520,,630.3,-0.2693,0.3339,-1.5224,0.06243428402801077,0.1761987594463427
ENSG000000450,,1532.69,-0.3178,0.4637,-1.2101,0.1491351078475378,0.1762687041595645
ENSG000003126,,311.45,0.2219,0.2658,2.1567,0.07741167422529305,0.1762771854850439
ENSG000003171,,157.71,-0.2837,0.1471,-4.6942,0.07681102763992054,0.17629592059682234
ENSG000001150,,151.21,-0.2541,0.2402,-3.1079,0.1191570455404648,0.17642662675887497
ENSG000000396,,1788.44,-0.1408,0.2143,-1.0286,0.15240692003788137,0.17678774702992356
ENSG000002441,,6.0,0.5249,0.3417,1.6792,0.08828249858491644,0.17721432791051459
ENSG000004019,,461.08,-0.1553,0.2218,-1.4995,0.06767516322559997,0.1773014846219655
ENSG000001009,,0.82,0.3149,0.3102,0.6848,0.12442337690721328,0.17783701720699002
ENSG000004253,,407.76,0.0629,0.44,0.2124,0.06569042934064673,0.17832736092308535
ENSG000000367,,166.81,0.0672,0.476,0.1895,0.15540112873901546,0.17880836888540705
ENSG000002749,,86.97,0.1159,0.3175,1.9594,0.08395570307090161,0.17889998754809006
ENSG000001247,,16.11,0.0102,0.0633,0.0507,0.11767651264529899,0.17897073272378336
ENSG000000731,,11.6,0.0588,0.4849,0.196,0.13710318807432864,0.17969565551993835
ENSG000000995,,2.81,-0.3005,0.1484,-2.0555,0.12759123928737715,0.181540136656036
ENSG000000002,,134.42,-0.0415,0.0656,-0.0995,0.18346425396884847,0.1835769285528093
ENSG000004318,,611.45,0.3384,0.3957,3.5762,0.06722863557081049,0.1840989074880611
ENSG000003579,,32.37,-0.2446,0.1259,-2.9296,0.0752576013082058,0.18440210541506127
ENSG000001696,,226.93,0.5817,0.4872,3.8509,0.10849834507043843,0.18469408840400003
ENSG000003481,,1614.51,-0.0907,0.1196,-1.1346,0.07656864182011625,0.18484425177573713
ENSG000003307,,55.41,0.1596,0.056,0.4785,0.078946964836622,0.1851765338018633
ENSG000003018,,17.9,-0.8496,0.2458,-6.499,0.08316173313246489,0.18550245921488434
ENSG000003673,,51.55,-0.3429,0.3432,-1.7135,0.07484282147140509,0.1859659076472537
ENSG000000220,,223.63,0.0246,0.1773,0.2005,0.16952016032946238,0.18609524133734748
ENSG000001651,,429.83,0.1739,0.1868,0.3707,0.1107431201911856,0.18651645982060133
ENSG000001655,,21.01,0.1015,0.3484,0.39,0.11121657500221538,0.18742470136129588
ENSG000003280,EPHA2,2997.86,0.1662,0.1558,2.9654,0.08032310568953338,0.1876319857238209
