gene_id,gene_name,Control_1,Control_2,Control_3,Control_4,Treat_1,Treat_2,Treat_3,Treat_4
ENSMUSG000000475,,502,617,587,569,641,581,429,394
ENSMUSG000000476,,11,25,5,11,22,17,2,22
ENSMUSG000000477,,57,51,93,105,52,72,65,51
ENSMUSG000000478,,43,51,23,24,29,39,26,28
ENSMUSG000000479,,4491,9003,7308,9855,4182,9625,8694,11617
ENSMUSG000000480,,176,172,260,86,170,181,124,240
ENSMUSG000000481,,21,25,13,6,7,12,22,20
ENSMUSG000000482,,2,2,7,2,0,4,0,2
ENSMUSG000000483,,0,0,1,1,0,0,0,1
ENSMUSG000000484,,18,36,23,31,22,25,53,50
ENSMUSG000000485,,7,6,7,5,5,3,4,2
ENSMUSG000000486,,0,1,3,1,1,1,2,1
ENSMUSG000000487,,9,3,2,8,6,5,5,4
ENSMUSG000000488,,2,3,3,1,2,2,0,3
ENSMUSG000000489,,478,210,560,464,574,420,415,524
ENSMUSG000000490,,92,123,163,95,155,138,172,103
ENSMUSG000000491,,17,28,25,15,16,12,18,15
ENSMUSG000000492,,396,492,651,334,331,566,282,474
ENSMUSG000000493,,24,16,26,33,25,25,14,30
ENSMUSG000000494,,4,2,2,4,3,3,5,5
ENSMUSG000000495,,323,486,451,461,766,232,474,479
ENSMUSG000000496,,71,35,49,48,33,15,52,74
ENSMUSG000000497,,8,4,2,3,4,4,2,3
ENSMUSG000000498,,7,8,6,13,21,19,7,9
ENSMUSG000000499,,3,2,2,3,4,5,3,2
ENSMUSG000000500,,2,4,1,0,1,0,1,3
ENSMUSG000000501,,114,123,84,84,135,123,165,93
ENSMUSG000000502,,610,1122,749,859,941,548,643,775
ENSMUSG000000503,,2,2,0,0,0,2,1,2
ENSMUSG000000504,,45,61,60,41,25,93,33,43
ENSMUSG000000505,,6,8,3,15,11,5,7,4
ENSMUSG000000506,,9,9,11,5,3,15,8,6
ENSMUSG000000507,,5,6,5,3,0,6,4,10
ENSMUSG000000508,,6,4,5,3,5,2,5,1
ENSMUSG000000509,,28,30,16,18,17,24,30,16
ENSMUSG000000510,,3,1,1,4,4,5,5,1
ENSMUSG000000511,,47,39,25,39,26,41,24,48
ENSMUSG000000512,,11,20,17,14,22,16,9,22
ENSMUSG000000513,,11,11,14,18,3,15,22,6
ENSMUSG000000514,,2,3,6,4,3,7,1,5
ENSMUSG000000515,,7,5,6,6,2,7,4,5
ENSMUSG000000516,,141,90,77,79,92,162,97,62
ENSMUSG000000517,,37,38,38,58,42,51,49,62
ENSMUSG000000518,,5,2,3,3,5,2,1,4
ENSMUSG000000519,,25,18,23,28,12,23,24,30
ENSMUSG000000520,,79,96,150,62,32,66,90,79
ENSMUSG000000521,,0,0,1,0,0,1,0,2
ENSMUSG000000522,,78,61,52,55,25,49,59,53
ENSMUSG000000523,,2,3,10,4,6,3,5,9
ENSMUSG000000524,,80,73,67,97,42,76,94,38
ENSMUSG000000525,,3,2,5,3,8,3,3,3
ENSMUSG000000526,,0,0,2,0,0,0,1,0
ENSMUSG000000527,,0,1,0,1,0,0,0,3
ENSMUSG000000528,,20,16,12,32,11,25,11,14
ENSMUSG000000529,,33,27,31,26,28,23,19,41
ENSMUSG000000530,,4,2,2,3,3,1,3,2
ENSMUSG000000531,,82,44,60,82,66,119,116,104
ENSMUSG000000532,,2,1,0,0,0,1,1,1
ENSMUSG000000533,,12,16,12,10,31,12,7,18
ENSMUSG000000534,,0,0,1,1,2,0,2,2
ENSMUSG000000535,,2,13,3,5,6,6,7,3
ENSMUSG000000536,,18,49,18,8,16,13,27,47
ENSMUSG000000537,,3,5,4,5,2,2,8,1
ENSMUSG000000538,,8,9,6,13,10,16,10,8
ENSMUSG000000539,,154,112,234,65,188,86,137,169
ENSMUSG000000540,,5,8,4,6,2,9,3,9
ENSMUSG000000541,,94,137,113,98,99,123,120,133
ENSMUSG000000542,,0,2,2,3,1,2,3,3
ENSMUSG000000543,,35,91,66,100,67,45,68,70
ENSMUSG000000544,,602,684,368,467,269,672,242,321
ENSMUSG000000545,,0,0,0,0,0,1,0,1
ENSMUSG000000546,,8,3,4,5,1,4,2,2
ENSMUSG000000547,,67,93,79,59,31,94,57,65
ENSMUSG000000548,,7,11,7,11,18,12,11,8
ENSMUSG000000549,,57,43,26,50,53,13,50,21
ENSMUSG000000550,,6,3,8,4,2,5,2,3
ENSMUSG000000551,,17,8,28,22,25,19,38,23
ENSMUSG000000552,,11,10,9,9,9,14,13,21
ENSMUSG000000553,,204,150,190,285,335,202,204,167
ENSMUSG000000554,,17,17,35,15,28,13,20,21
ENSMUSG000000555,,39,49,31,27,31,22,31,33
ENSMUSG000000556,,8,5,10,9,7,11,15,8
ENSMUSG000000557,,13,8,11,5,5,5,7,7
ENSMUSG000000558,,8,13,15,9,13,6,14,6
ENSMUSG000000559,,35,51,61,49,55,49,56,63
ENSMUSG000000560,,5,8,17,6,10,7,10,13
ENSMUSG000000561,,31,66,25,24,24,28,37,54
ENSMUSG000000562,,1001,878,1077,1015,1058,1100,976,1067
ENSMUSG000000563,,91,136,112,119,124,136,149,130
ENSMUSG000000564,,8,9,9,7,8,5,10,9
ENSMUSG000000565,,201,166,257,207,206,125,271,175
ENSMUSG000000566,,3,6,9,6,6,10,14,1
ENSMUSG000000567,,0,0,0,0,0,1,0,1
ENSMUSG000000568,,6,2,2,3,2,7,2,1
ENSMUSG000000569,,0,1,1,0,1,1,0,1
ENSMUSG000000570,,5,5,5,4,18,11,14,9
ENSMUSG000000571,,15,21,18,35,25,17,21,19
ENSMUSG000000572,,571,634,380,435,303,1024,1129,988
ENSMUSG000000573,,44,26,12,58,28,35,77,43
ENSMUSG000000574,,12,8,17,7,16,17,17,12
ENSMUSG000000575,,96,66,72,113,155,120,143,86
ENSMUSG000000576,,0,0,0,0,0,0,1,0
ENSMUSG000000577,,31,24,47,30,36,27,45,30
ENSMUSG000000578,,94,104,130,139,125,121,100,137
ENSMUSG000000579,,2,0,3,0,1,0,0,1
ENSMUSG000000580,,272,360,133,154,132,114,205,241
ENSMUSG000000581,,29,39,74,34,23,50,58,55
ENSMUSG000000582,,16,18,11,5,8,7,8,5
ENSMUSG000000583,,41,69,75,70,60,111,90,70
ENSMUSG000000584,,2146,1431,1740,3380,2088,1945,2949,1449
ENSMUSG000000585,,25,23,26,10,32,17,33,50
ENSMUSG000000586,,23,45,50,20,19,44,35,33
ENSMUSG000000587,,12,3,7,7,16,4,5,10
ENSMUSG000000588,,8,2,2,3,1,1,8,2
ENSMUSG000000589,,153,89,81,116,73,88,85,123
ENSMUSG000000590,,2,4,3,4,1,8,2,9
ENSMUSG000000591,,39,23,32,27,14,10,33,48
ENSMUSG000000592,,7,5,4,15,12,6,5,6
ENSMUSG000000593,,38,26,31,64,34,42,90,66
ENSMUSG000000594,,15,41,57,28,59,28,28,24
ENSMUSG000000595,,125,79,201,192,143,227,97,184
ENSMUSG000000596,,11,10,4,5,10,7,5,6
ENSMUSG000000597,,8,7,11,14,14,15,18,18
ENSMUSG000000598,,5,3,3,2,2,3,1,4
ENSMUSG000000599,,10,12,10,3,5,12,5,15
ENSMUSG000000600,,50,44,36,26,62,20,35,31
ENSMUSG000000601,,92,152,71,51,144,101,62,101
ENSMUSG000000602,,2,0,2,2,3,1,2,2
ENSMUSG000000603,,135,141,92,127,102,155,103,148
ENSMUSG000000604,,246,313,281,251,349,200,401,299
ENSMUSG000000605,,87,13,36,62,28,42,43,41
ENSMUSG000000606,,1269,1260,1242,1306,569,983,728,1114
ENSMUSG000000607,,4,4,3,4,3,9,4,1
ENSMUSG000000608,,0,0,3,5,2,1,2,4
ENSMUSG000000609,,2,2,0,0,0,0,1,1
ENSMUSG000000610,,565,524,432,505,190,466,350,471
ENSMUSG000000611,,59,48,60,106,65,72,40,103
ENSMUSG000000612,,14,8,20,23,14,13,9,12
ENSMUSG000000613,,33,30,18,37,23,19,35,51
ENSMUSG000000614,,5,5,2,3,4,2,2,0
ENSMUSG000000615,,1551,2186,2006,2649,4204,3069,2190,2072
ENSMUSG000000616,,11,32,26,25,29,27,24,26
ENSMUSG000000617,,27,23,26,19,24,42,40,39
ENSMUSG000000618,,118,64,66,74,59,86,123,103
ENSMUSG000000619,,32,52,55,33,51,69,67,68
ENSMUSG000000620,,13,51,24,24,20,24,50,54
ENSMUSG000000621,,4,4,4,5,3,3,1,3
ENSMUSG000000622,,65,52,49,37,104,48,49,72
ENSMUSG000000623,,1273,1083,1071,896,848,669,677,517
ENSMUSG000000624,,219,254,227,288,158,213,206,314
ENSMUSG000000625,,469,447,445,643,322,537,478,381
ENSMUSG000000626,,7,7,6,8,5,6,12,7
ENSMUSG000000627,,3,1,2,3,4,1,3,6
ENSMUSG000000628,,14,14,25,13,19,21,6,19
ENSMUSG000000629,,19,20,28,23,36,32,15,28
ENSMUSG000000630,,251,159,124,151,230,304,180,134
ENSMUSG000000631,,1,1,0,0,0,2,0,0
ENSMUSG000000632,,394,474,587,483,429,610,439,456
ENSMUSG000000633,,27,23,19,15,23,11,7,17
ENSMUSG000000634,,8,9,11,17,10,12,10,4
ENSMUSG000000635,,0,1,6,3,1,1,0,3
ENSMUSG000000636,,1,0,0,2,0,0,2,1
ENSMUSG000000637,,84,56,87,47,142,95,93,133
ENSMUSG000000638,,14,22,14,31,15,19,19,33
ENSMUSG000000639,,2,0,1,1,1,4,1,2
ENSMUSG000000640,,0,1,0,0,4,3,0,5
ENSMUSG000000641,,3,11,8,9,8,11,13,11
ENSMUSG000000642,,332,659,443,637,394,311,498,477
ENSMUSG000000643,,12,19,14,8,18,10,9,8
ENSMUSG000000644,,1,0,0,0,2,0,2,2
ENSMUSG000000645,,10,12,8,18,12,8,19,6
ENSMUSG000000646,,9,18,8,11,10,6,1,11
ENSMUSG000000647,,0,0,0,0,0,0,0,0
ENSMUSG000000648,,10,35,8,6,15,12,21,24
ENSMUSG000000649,,16,9,11,18,14,2,10,5
ENSMUSG000000650,,94,73,54,53,64,100,101,46
ENSMUSG000000651,,791,604,512,718,461,746,940,1450
ENSMUSG000000652,,138,194,150,186,183,387,169,219
ENSMUSG000000653,,12,9,9,12,8,11,16,14
ENSMUSG000000654,,0,2,1,4,2,3,2,2
ENSMUSG000000655,,4690,1957,2786,2878,3223,2947,2476,2424
ENSMUSG000000656,,21,35,32,19,34,18,31,15
ENSMUSG000000657,,14,26,21,38,23,36,12,15
ENSMUSG000000658,,12,21,17,18,24,28,14,30
ENSMUSG000000659,,27,17,12,16,47,24,29,15
ENSMUSG000000660,,14,8,17,6,13,8,16,15
ENSMUSG000000661,,7,6,10,8,3,5,8,2
ENSMUSG000000662,,1,5,8,9,6,8,6,5
ENSMUSG000000663,,32,15,11,17,19,33,11,29
ENSMUSG000000664,,5,2,5,6,3,4,3,5
ENSMUSG000000665,,5,9,4,8,4,6,4,4
ENSMUSG000000666,,15,19,19,56,30,27,31,21
ENSMUSG000000667,,14,14,9,18,7,13,18,9
ENSMUSG000000668,,678,368,409,493,510,331,404,264
ENSMUSG000000669,,0,0,0,0,0,0,0,0
ENSMUSG000000670,,123,122,167,167,181,127,156,84
ENSMUSG000000671,,324,191,239,122,96,228,290,228
ENSMUSG000000672,,0,0,0,0,0,0,0,0
ENSMUSG000000673,,4,16,23,9,7,12,11,4
ENSMUSG000000674,,18,17,7,11,2,11,13,12
ENSMUSG000000675,,1,3,3,1,0,2,2,0
ENSMUSG000000676,,14,3,4,2,5,2,3,1
ENSMUSG000000677,,3,0,1,2,5,1,2,1
ENSMUSG000000678,,682,531,705,775,747,975,746,451
ENSMUSG000000679,,206,224,114,104,146,112,99,122
ENSMUSG000000680,,439,300,268,367,182,374,275,317
ENSMUSG000000681,,133,101,140,61,55,111,52,82
ENSMUSG000000682,,3,2,1,1,5,2,2,2
ENSMUSG000000683,,9,5,9,5,6,8,6,9
ENSMUSG000000684,,41,71,59,56,120,43,68,46
ENSMUSG000000685,,1,1,2,0,3,3,1,5
ENSMUSG000000686,,66,89,44,59,163,59,92,111
ENSMUSG000000687,,22,13,7,11,11,5,9,27
ENSMUSG000000688,,10,10,8,3,16,6,10,5
ENSMUSG000000689,,80,64,73,79,74,61,52,77
ENSMUSG000000690,,38,102,35,32,52,72,69,36
ENSMUSG000000691,,10,10,22,4,9,5,14,10
ENSMUSG000000692,,338,151,202,107,193,182,165,250
ENSMUSG000000693,,3,1,2,2,6,1,3,2
ENSMUSG000000694,,95,50,61,49,74,79,34,85
ENSMUSG000000695,,50,74,44,68,84,45,58,52
ENSMUSG000000696,,10,11,12,11,7,10,14,9
ENSMUSG000000697,,23,39,34,37,40,35,20,40
ENSMUSG000000698,,2,1,0,0,3,6,1,2
ENSMUSG000000699,,175,100,94,194,106,104,78,127
ENSMUSG000000700,,4,19,12,21,14,18,8,18
ENSMUSG000000701,,5,12,10,4,4,6,10,8
ENSMUSG000000702,,67,143,163,225,185,197,164,148
ENSMUSG000000703,,3,5,11,5,13,4,7,5
ENSMUSG000000704,,2,1,2,1,0,2,0,2
ENSMUSG000000705,,0,2,0,1,1,0,0,0
ENSMUSG000000706,,89,45,80,58,51,66,52,70
ENSMUSG000000707,,1,1,2,0,0,3,1,0
ENSMUSG000000708,,715,674,448,1015,671,594,1166,575
ENSMUSG000000709,,0,0,0,0,1,1,0,1
ENSMUSG000000710,,818,746,333,667,434,601,470,361
ENSMUSG000000711,,31,41,17,30,27,20,20,49
ENSMUSG000000712,,13,7,14,13,19,10,27,9
ENSMUSG000000713,,8,9,6,7,9,5,2,7
ENSMUSG000000714,,76,57,42,33,25,48,45,59
ENSMUSG000000715,,10,25,14,26,23,18,18,13
ENSMUSG000000716,,173,136,142,151,270,222,110,199
ENSMUSG000000717,,25,10,15,28,24,28,22,38
ENSMUSG000000718,,33,27,22,24,11,21,21,31
ENSMUSG000000719,,1,9,12,9,8,14,7,11
ENSMUSG000000720,,24,28,24,16,22,33,22,25
ENSMUSG000000721,,26,19,23,31,50,49,28,38
ENSMUSG000000722,,0,0,0,1,0,1,2,0
ENSMUSG000000723,,3,0,2,0,1,2,2,0
ENSMUSG000000724,,63,105,79,79,83,44,141,96
ENSMUSG000000725,,31,31,34,22,25,19,39,34
ENSMUSG000000726,,12,8,6,13,15,17,19,9
ENSMUSG000000727,,20,18,25,29,44,9,29,21
ENSMUSG000000728,,51,19,42,36,33,43,31,42
ENSMUSG000000729,,2,13,4,0,9,5,4,6
ENSMUSG000000730,,6,2,1,2,1,5,5,9
ENSMUSG000000731,,31,24,33,27,49,40,19,27
ENSMUSG000000732,,2,3,3,3,2,1,1,2
ENSMUSG000000733,,28,58,79,50,69,34,50,60
ENSMUSG000000734,,0,1,0,1,2,0,3,1
ENSMUSG000000735,,189,135,97,177,162,141,156,157
ENSMUSG000000736,,70,34,44,39,40,30,60,77
ENSMUSG000000737,,37,37,29,46,38,30,62,34
ENSMUSG000000738,,82,143,136,118,198,144,182,95
ENSMUSG000000739,,297,237,520,789,394,280,348,433
ENSMUSG000000740,,122,116,116,247,137,89,238,204
ENSMUSG000000741,,0,2,0,0,1,1,0,1
ENSMUSG000000742,,3,0,2,0,0,1,0,2
ENSMUSG000000743,,3,4,8,8,8,1,1,6
ENSMUSG000000744,,38,24,27,22,21,18,9,22
ENSMUSG000000745,,64,35,31,34,36,41,67,81
ENSMUSG000000746,,8,1,3,4,3,10,7,1
ENSMUSG000000747,,28,33,40,31,19,53,37,33
ENSMUSG000000748,,9,3,4,2,5,0,3,7
ENSMUSG000000749,,4,10,9,4,3,8,6,7
ENSMUSG000000750,,1,1,2,2,3,2,1,1
ENSMUSG000000751,,6,1,4,5,3,2,3,1
ENSMUSG000000752,,0,1,1,1,0,1,2,0
ENSMUSG000000753,,3,1,5,5,5,2,3,3
ENSMUSG000000754,,206,217,258,321,133,122,240,151
ENSMUSG000000755,,4,3,3,0,1,4,1,3
ENSMUSG000000756,,2724,4542,4426,3977,3690,3443,6344,5287
ENSMUSG000000757,,46,46,37,19,57,55,53,41
ENSMUSG000000758,,38,22,28,24,31,36,31,25
ENSMUSG000000759,,4,6,2,5,5,6,5,6
ENSMUSG000000760,,104,79,81,66,87,46,87,64
ENSMUSG000000761,,6,11,9,8,10,14,6,11
ENSMUSG000000762,,35,28,12,15,11,13,29,16
ENSMUSG000000763,,3277,3640,3590,3358,2823,2369,2845,3390
ENSMUSG000000764,,31,13,11,10,13,16,19,22
ENSMUSG000000765,,156,188,167,236,243,173,109,165
ENSMUSG000000766,,2,8,3,3,9,2,9,4
ENSMUSG000000767,,20,21,17,14,11,16,14,15
ENSMUSG000000768,,846,648,987,836,610,874,655,574
ENSMUSG000000769,,3,6,3,9,5,5,9,6
ENSMUSG000000770,,815,645,390,492,1125,435,817,677
ENSMUSG000000771,,71,51,65,65,63,105,71,27
ENSMUSG000000772,,9,7,10,4,2,10,3,11
ENSMUSG000000773,,53,31,45,88,35,107,49,86
ENSMUSG000000774,,95,172,95,105,139,116,78,92
ENSMUSG000000775,,70,37,64,51,107,50,53,78
ENSMUSG000000776,,0,0,0,1,0,2,2,1
ENSMUSG000000777,,6,11,2,3,1,2,10,3
ENSMUSG000000778,,22,19,14,16,13,10,8,8
ENSMUSG000000779,,14,19,16,14,11,9,20,29
ENSMUSG000000780,,99,45,76,53,74,20,91,79
ENSMUSG000000781,,31,34,31,17,24,21,27,31
ENSMUSG000000782,,2,2,0,1,1,0,1,1
ENSMUSG000000783,,30,26,53,29,32,30,46,31
ENSMUSG000000784,,76,57,112,81,54,44,74,52
ENSMUSG000000785,,37,51,81,65,42,88,72,59
ENSMUSG000000786,,185,118,230,248,130,107,242,151
ENSMUSG000000787,,171,110,138,84,69,105,87,79
ENSMUSG000000788,,28,54,29,51,37,31,13,40
ENSMUSG000000789,,6,9,17,26,33,25,10,25
ENSMUSG000000790,,1,1,2,1,0,2,0,0
ENSMUSG000000791,,61,50,72,45,31,73,42,66
ENSMUSG000000792,,19,40,48,31,15,26,33,12
ENSMUSG000000793,,22,42,35,40,29,48,41,36
ENSMUSG000000794,,3,1,2,2,1,0,3,0
ENSMUSG000000795,,6,1,2,2,2,4,0,0
ENSMUSG000000796,,110,333,218,137,138,107,260,113
ENSMUSG000000797,,11,19,30,6,14,15,35,18
ENSMUSG000000798,,70,145,66,39,51,41,69,84
ENSMUSG000000799,,28,24,29,19,26,39,22,46
ENSMUSG000000800,,18,27,28,10,24,46,11,25
ENSMUSG000000801,,126,118,124,121,149,116,222,152
ENSMUSG000000802,,8,3,3,8,6,6,13,9
ENSMUSG000000803,,15,23,16,15,46,10,17,27
ENSMUSG000000804,,2,8,5,8,13,5,12,5
ENSMUSG000000805,,5,10,7,7,6,10,4,9
ENSMUSG000000806,,12,7,10,4,10,5,9,2
ENSMUSG000000807,,30,35,14,50,48,34,38,25
ENSMUSG000000808,,9,10,6,11,1,9,4,9
ENSMUSG000000809,,194,224,307,179,303,288,368,304
ENSMUSG000000810,,3,4,2,3,5,7,1,1
ENSMUSG000000811,,19,11,20,20,20,21,10,5
ENSMUSG000000812,,11,16,17,8,9,7,0,7
ENSMUSG000000813,,362,197,352,411,271,195,186,382
ENSMUSG000000814,,21,33,44,21,39,17,43,35
ENSMUSG000000815,,145,148,157,219,96,304,108,133
ENSMUSG000000816,,2,1,2,1,3,4,1,4
ENSMUSG000000817,,34,34,62,35,40,30,31,30
ENSMUSG000000818,,89,164,88,115,97,144,107,70
ENSMUSG000000819,,29,27,29,40,22,18,24,26
ENSMUSG000000820,,108,184,134,150,124,303,206,143
ENSMUSG000000821,,7,6,8,1,5,15,9,14
ENSMUSG000000822,,206,432,374,388,464,497,269,361
ENSMUSG000000823,,2246,2067,3318,1501,2202,1270,2264,2152
ENSMUSG000000824,,8,11,6,7,18,8,13,10
ENSMUSG000000825,,9,7,9,6,11,8,5,4
ENSMUSG000000826,,496,412,272,213,296,461,314,151
ENSMUSG000000827,,459,561,526,703,286,450,190,409
ENSMUSG000000828,,7,15,13,5,8,4,6,13
ENSMUSG000000829,,11,6,8,13,7,5,7,17
ENSMUSG000000830,,10,9,7,8,10,13,8,3
ENSMUSG000000831,,1,1,1,3,1,2,1,1
ENSMUSG000000832,,3,3,1,3,7,5,3,3
ENSMUSG000000833,,2,0,0,4,1,4,0,2
ENSMUSG000000834,,5,1,2,3,2,2,6,6
ENSMUSG000000835,,17,13,41,14,11,16,26,15
ENSMUSG000000836,,36,45,35,45,48,43,24,33
ENSMUSG000000837,,331,507,677,415,579,562,616,802
ENSMUSG000000838,,3,1,1,6,3,5,2,2
ENSMUSG000000839,,159,197,170,113,161,108,380,82
ENSMUSG000000840,,8,17,12,15,12,12,10,13
ENSMUSG000000841,,25,8,32,14,20,25,8,16
ENSMUSG000000842,,64,72,100,26,50,80,80,73
ENSMUSG000000843,,3,3,2,4,1,1,5,0
ENSMUSG000000844,,66,64,44,28,73,32,35,61
ENSMUSG000000845,,26,31,35,29,31,30,23,23
ENSMUSG000000846,,49,44,38,29,74,99,34,35
ENSMUSG000000847,,24,28,30,32,51,28,19,36
ENSMUSG000000848,,3676,2013,2604,4637,1903,6460,3081,3246
ENSMUSG000000849,,7,3,10,8,1,9,5,7
ENSMUSG000000850,,6,14,5,8,6,5,9,4
ENSMUSG000000851,,6,1,9,6,10,5,5,7
ENSMUSG000000852,,6,8,5,8,4,6,6,3
ENSMUSG000000853,,3,5,8,2,9,7,3,4
ENSMUSG000000854,,128,287,298,136,201,274,164,285
ENSMUSG000000855,,481,250,307,474,402,368,617,339
ENSMUSG000000856,,4,6,1,10,10,5,4,10
ENSMUSG000000857,,5,4,3,4,1,1,2,7
ENSMUSG000000858,,47,54,46,33,69,27,92,51
ENSMUSG000000859,,7,6,7,5,11,13,6,13
ENSMUSG000000860,,73,67,59,65,73,46,64,52
ENSMUSG000000861,,26,22,26,31,35,25,39,38
ENSMUSG000000862,,1,2,1,1,1,0,0,1
ENSMUSG000000863,,546,537,578,643,307,387,388,492
ENSMUSG000000864,,1022,676,808,696,560,673,683,935
ENSMUSG000000865,,8,3,4,2,6,7,14,6
ENSMUSG000000866,,8,14,6,9,4,11,9,12
ENSMUSG000000867,,30,55,29,30,54,30,23,30
ENSMUSG000000868,,26,43,41,43,17,41,44,81
ENSMUSG000000869,,80,71,75,44,65,29,101,35
ENSMUSG000000870,,749,1169,688,1625,1383,767,936,609
ENSMUSG000000871,,13,5,23,16,11,16,15,5
ENSMUSG000000872,,4,2,6,7,4,6,6,2
ENSMUSG000000873,,0,0,1,2,0,0,2,1
ENSMUSG000000874,,5,11,5,8,5,6,5,4
ENSMUSG000000875,,15,21,18,10,16,30,19,36
ENSMUSG000000876,,424,646,804,403,479,607,645,820
ENSMUSG000000877,,9,7,3,9,9,2,0,9
ENSMUSG000000878,,23,14,29,10,77,44,37,25
ENSMUSG000000879,,11,20,17,17,15,27,36,26
ENSMUSG000000880,,247,204,201,98,188,167,155,161
ENSMUSG000000881,,2781,3626,3707,2471,2923,3761,3819,2569
ENSMUSG000000882,,7,8,6,4,4,17,6,4
ENSMUSG000000883,,7,5,11,9,3,7,7,6
ENSMUSG000000884,,179,173,169,221,159,199,103,85
ENSMUSG000000885,,81,100,82,98,40,55,107,100
ENSMUSG000000886,,854,549,561,764,1004,1208,635,1163
ENSMUSG000000887,,101,62,42,67,83,65,42,49
ENSMUSG000000888,,17,9,6,16,6,9,12,14
ENSMUSG000000889,,59,52,78,68,44,49,85,70
ENSMUSG000000890,,121,292,233,147,135,174,104,350
ENSMUSG000000891,,97,125,87,89,149,60,100,80
ENSMUSG000000892,,82,81,34,36,36,68,100,46
ENSMUSG000000893,,149,223,120,191,318,145,168,98
ENSMUSG000000894,,161,203,305,89,163,178,140,120
ENSMUSG000000895,,307,196,342,170,318,279,370,360
ENSMUSG000000896,,42,74,43,51,100,79,76,45
ENSMUSG000000897,,9,18,10,19,16,14,15,16
ENSMUSG000000898,,19,30,53,35,18,22,44,16
ENSMUSG000000899,,363,192,255,96,164,154,141,205
ENSMUSG000000900,,5,5,4,1,8,11,3,6
ENSMUSG000000901,,61,28,39,37,25,50,39,24
ENSMUSG000000902,,9,13,6,10,8,5,7,11
ENSMUSG000000903,,21,8,26,18,28,15,24,18
ENSMUSG000000904,,284,169,278,160,97,233,250,339
ENSMUSG000000905,,5,36,22,33,24,13,30,24
ENSMUSG000000906,,34,27,17,20,16,16,18,29
ENSMUSG000000907,,2,0,4,1,0,0,3,2
ENSMUSG000000908,,99,103,103,134,142,56,105,117
ENSMUSG000000909,,78,75,70,28,126,122,117,121
ENSMUSG000000910,,1310,1908,2007,1939,1022,1015,796,853
ENSMUSG000000911,,6,7,13,11,12,6,8,15
ENSMUSG000000912,,43,29,30,51,18,36,31,39
ENSMUSG000000913,,31,77,26,40,29,20,57,22
ENSMUSG000000914,,529,589,444,596,317,466,480,379
ENSMUSG000000915,,10,18,18,20,21,25,21,12
ENSMUSG000000916,,39,19,42,35,48,32,64,35
ENSMUSG000000917,,54,59,103,96,71,65,69,45
ENSMUSG000000918,,40,33,21,24,23,42,19,38
ENSMUSG000000919,,8,4,5,4,6,9,4,8
ENSMUSG000000920,,42,16,23,32,30,31,28,30
ENSMUSG000000921,,208,125,124,114,119,249,122,136
ENSMUSG000000922,,3,7,1,1,2,4,3,5
ENSMUSG000000923,,21,30,30,14,27,27,31,41
ENSMUSG000000924,,5,6,4,3,3,8,6,6
ENSMUSG000000925,,118,213,155,177,235,411,140,260
ENSMUSG000000926,,0,0,0,2,3,2,2,2
ENSMUSG000000927,,9,3,7,3,9,4,7,9
ENSMUSG000000928,,43,58,42,44,66,24,49,40
ENSMUSG000000929,,505,508,361,589,384,324,372,820
ENSMUSG000000930,,13,6,28,11,9,9,16,5
ENSMUSG000000931,,8,9,15,3,7,3,8,2
ENSMUSG000000932,,581,1191,1064,1368,999,683,576,914
ENSMUSG000000933,,1,1,3,0,1,2,1,1
ENSMUSG000000934,,0,2,0,0,0,0,0,0
ENSMUSG000000935,,55,50,44,48,44,38,41,41
ENSMUSG000000936,,6,8,3,12,4,4,8,7
ENSMUSG000000937,,2,3,0,5,1,1,3,4
ENSMUSG000000938,,57,90,64,41,70,75,77,61
ENSMUSG000000939,,54,19,37,32,56,33,15,34
ENSMUSG000000940,,8,9,2,2,7,6,5,11
ENSMUSG000000941,,1,0,2,1,2,3,2,1
ENSMUSG000000942,,87,110,115,124,74,126,152,197
ENSMUSG000000943,,43,87,51,66,37,70,97,91
ENSMUSG000000944,,14,9,33,15,27,21,5,18
ENSMUSG000000945,,664,1323,519,1185,865,866,951,929
ENSMUSG000000946,,4,1,2,2,5,2,3,3
ENSMUSG000000947,,2,0,1,1,2,1,2,2
ENSMUSG000000948,,3,5,9,1,3,3,3,7
ENSMUSG000000949,,14,16,14,12,19,18,3,29
ENSMUSG000000950,,19,20,26,27,23,35,17,30
ENSMUSG000000951,,2,8,14,13,9,17,15,19
ENSMUSG000000952,,29,47,36,44,27,59,30,42
ENSMUSG000000953,,0,0,0,3,1,0,4,2
ENSMUSG000000954,,315,506,335,346,220,277,168,290
ENSMUSG000000955,,10,14,16,10,6,17,21,20
ENSMUSG000000956,,178,166,123,225,123,269,127,182
ENSMUSG000000957,,43,43,49,43,19,57,37,46
ENSMUSG000000958,,51,79,58,67,61,42,35,40
ENSMUSG000000959,,91,40,53,67,55,42,68,47
ENSMUSG000000960,,49,42,31,53,44,35,42,69
ENSMUSG000000961,,99,56,90,80,59,57,54,63
ENSMUSG000000962,,435,269,222,243,201,138,219,292
ENSMUSG000000963,,36,32,36,54,15,34,19,18
ENSMUSG000000964,,105,40,77,56,53,103,70,78
ENSMUSG000000965,,12,27,29,16,16,22,12,9
ENSMUSG000000966,,252,171,276,366,260,345,194,315
ENSMUSG000000967,,9,6,5,3,3,3,2,3
ENSMUSG000000968,,761,662,802,679,698,983,743,1005
